file,bert_score_f1
E:\Research paper\output\chatgpt_policy_drafts\AIr status quo iteration 2 GPT.txt,0.6182065010070801
E:\Research paper\output\chatgpt_policy_drafts\Air Innovation iteration 1 GPT.txt,0.6001859903335571
E:\Research paper\output\chatgpt_policy_drafts\Air innovation iteration 10 GPT.txt,0.5817309021949768
E:\Research paper\output\chatgpt_policy_drafts\Air innovation iteration 2 GPT.txt,0.5892595052719116
E:\Research paper\output\chatgpt_policy_drafts\Air innovation iteration 3 GPT.txt,0.5868446230888367
E:\Research paper\output\chatgpt_policy_drafts\Air innovation iteration 4 GPT.txt,0.585921585559845
E:\Research paper\output\chatgpt_policy_drafts\Air innovation iteration 5 GPT.txt,0.5886732935905457
E:\Research paper\output\chatgpt_policy_drafts\Air innovation iteration 6 GPT.txt,0.5799708366394043
E:\Research paper\output\chatgpt_policy_drafts\Air innovation iteration 7 GPT.txt,0.6064775586128235
E:\Research paper\output\chatgpt_policy_drafts\Air innovation iteration 8 GPT.txt,0.5928594470024109
E:\Research paper\output\chatgpt_policy_drafts\Air innovation iteration 9 GPT.txt,0.5884345769882202
E:\Research paper\output\chatgpt_policy_drafts\Air status quo iteration 1 GPT.txt,0.6087517142295837
E:\Research paper\output\chatgpt_policy_drafts\Air status quo iteration 10 GPT.txt,0.6233373284339905
E:\Research paper\output\chatgpt_policy_drafts\Air status quo iteration 3 GPT.txt,0.6088003516197205
E:\Research paper\output\chatgpt_policy_drafts\Air status quo iteration 4 GPT.txt,0.6189706325531006
E:\Research paper\output\chatgpt_policy_drafts\Air status quo iteration 5 GPT.txt,0.6068488359451294
E:\Research paper\output\chatgpt_policy_drafts\Air status quo iteration 6 GPT.txt,0.6037783622741699
E:\Research paper\output\chatgpt_policy_drafts\Air status quo iteration 7 GPT.txt,0.6200557351112366
E:\Research paper\output\chatgpt_policy_drafts\Air status quo iteration 8 GPT.txt,0.6151151061058044
E:\Research paper\output\chatgpt_policy_drafts\Air status quo iteration 9 GPT.txt,0.6128361821174622
E:\Research paper\output\chatgpt_policy_drafts\Air unconstrained iteration 10 GPT.txt,0.5924224853515625
E:\Research paper\output\chatgpt_policy_drafts\Air unconstrained iteration 2 GPT.txt,0.6065577268600464
E:\Research paper\output\chatgpt_policy_drafts\Air unconstrained iteration 3 GPT.txt,0.5980280637741089
E:\Research paper\output\chatgpt_policy_drafts\Air unconstrained iteration 4 GPT.txt,0.5971941351890564
E:\Research paper\output\chatgpt_policy_drafts\Air unconstrained iteration 5 GPT.txt,0.5925151109695435
E:\Research paper\output\chatgpt_policy_drafts\Air unconstrained iteration 6 GPT.txt,0.5961812138557434
E:\Research paper\output\chatgpt_policy_drafts\Air unconstrained iteration 7 GPT.txt,0.5981000661849976
E:\Research paper\output\chatgpt_policy_drafts\Air unconstrained iteration 8 GPT.txt,0.595137894153595
E:\Research paper\output\chatgpt_policy_drafts\Air unconstrained iteration 9 GPT.txt,0.5969731211662292
E:\Research paper\output\chatgpt_policy_drafts\Air unconstratined iteration 1 GPT.txt,0.5901198983192444
E:\Research paper\output\chatgpt_policy_drafts\DPDP innovatino iteration 5 GPT.txt,0.6405827403068542
E:\Research paper\output\chatgpt_policy_drafts\DPDP innovation iteration 1 GPT.txt,0.6332271695137024
E:\Research paper\output\chatgpt_policy_drafts\DPDP innovation iteration 10 GPT.txt,0.6372519731521606
E:\Research paper\output\chatgpt_policy_drafts\DPDP innovation iteration 2 GPT.txt,0.6366039514541626
E:\Research paper\output\chatgpt_policy_drafts\DPDP innovation iteration 3 GPT.txt,0.6350545883178711
E:\Research paper\output\chatgpt_policy_drafts\DPDP innovation iteration 4 GPT.txt,0.6391685009002686
E:\Research paper\output\chatgpt_policy_drafts\DPDP innovation iteration 6 GPT.txt,0.6344223022460938
E:\Research paper\output\chatgpt_policy_drafts\DPDP innovation iteration 7 GPT.txt,0.6294920444488525
E:\Research paper\output\chatgpt_policy_drafts\DPDP innovation iteration 8 GPT.txt,0.6103017330169678
E:\Research paper\output\chatgpt_policy_drafts\DPDP innovation iteration 9 GPT.txt,0.6396225094795227
E:\Research paper\output\chatgpt_policy_drafts\DPDP status quo iteration 1 GPT.txt,0.684842050075531
E:\Research paper\output\chatgpt_policy_drafts\DPDP status quo iteration 10 GPT.txt,0.6554078459739685
E:\Research paper\output\chatgpt_policy_drafts\DPDP status quo iteration 2 GPT.txt,0.6838193535804749
E:\Research paper\output\chatgpt_policy_drafts\DPDP status quo iteration 3 GPT.txt,0.6489343643188477
E:\Research paper\output\chatgpt_policy_drafts\DPDP status quo iteration 4 GPT.txt,0.654118537902832
E:\Research paper\output\chatgpt_policy_drafts\DPDP status quo iteration 5 GPT.txt,0.6494216918945312
E:\Research paper\output\chatgpt_policy_drafts\DPDP status quo iteration 6 GPT.txt,0.6828097105026245
E:\Research paper\output\chatgpt_policy_drafts\DPDP status quo iteration 7 GPT.txt,0.6991844773292542
E:\Research paper\output\chatgpt_policy_drafts\DPDP status quo iteration 8 GPT.txt,0.6500369310379028
E:\Research paper\output\chatgpt_policy_drafts\DPDP status quo iteration 9 GPT.txt,0.6618792414665222
E:\Research paper\output\chatgpt_policy_drafts\DPDP unconstrained iteration 1 GPT.txt,0.6430532336235046
E:\Research paper\output\chatgpt_policy_drafts\DPDP unconstrained iteration 10 GPT.txt,0.6367549896240234
E:\Research paper\output\chatgpt_policy_drafts\DPDP unconstrained iteration 2 GPT.txt,0.6509562134742737
E:\Research paper\output\chatgpt_policy_drafts\DPDP unconstrained iteration 3 GPT.txt,0.6410840749740601
E:\Research paper\output\chatgpt_policy_drafts\DPDP unconstrained iteration 4 GPT.txt,0.6456595659255981
E:\Research paper\output\chatgpt_policy_drafts\DPDP unconstrained iteration 5 GPT.txt,0.6366224884986877
E:\Research paper\output\chatgpt_policy_drafts\DPDP unconstrained iteration 6 GPT.txt,0.6370854377746582
E:\Research paper\output\chatgpt_policy_drafts\DPDP unconstrained iteration 7 GPT.txt,0.6233692765235901
E:\Research paper\output\chatgpt_policy_drafts\DPDP unconstrained iteration 8 GPT.txt,0.6489084959030151
E:\Research paper\output\chatgpt_policy_drafts\DPDP unconstrained iteration 9 GPT.txt,0.6385544538497925
E:\Research paper\output\chatgpt_policy_drafts\National innovation iteration 1 GPT.txt,0.5757949948310852
E:\Research paper\output\chatgpt_policy_drafts\National innovation iteration 10 GPT.txt,0.5867377519607544
E:\Research paper\output\chatgpt_policy_drafts\National innovation iteration 2 GPT.txt,0.5768445730209351
E:\Research paper\output\chatgpt_policy_drafts\National innovation iteration 3 GPT.txt,0.5985543727874756
E:\Research paper\output\chatgpt_policy_drafts\National innovation iteration 4 GPT.txt,0.5969434976577759
E:\Research paper\output\chatgpt_policy_drafts\National innovation iteration 5 GPT.txt,0.5749028325080872
E:\Research paper\output\chatgpt_policy_drafts\National innovation iteration 6 GPT.txt,0.5831056833267212
E:\Research paper\output\chatgpt_policy_drafts\National innovation iteration 7 GPT.txt,0.5745841264724731
E:\Research paper\output\chatgpt_policy_drafts\National innovation iteration 8 GPT.txt,0.581722617149353
E:\Research paper\output\chatgpt_policy_drafts\National innovation iteration 9 GPT.txt,0.5738377571105957
E:\Research paper\output\chatgpt_policy_drafts\National status quo iteration 1 GPT.txt,0.6319363713264465
E:\Research paper\output\chatgpt_policy_drafts\National status quo iteration 10 GPT.txt,0.5980695486068726
E:\Research paper\output\chatgpt_policy_drafts\National status quo iteration 2 GPT.txt,0.6273703575134277
E:\Research paper\output\chatgpt_policy_drafts\National status quo iteration 3 GPT.txt,0.6493638753890991
E:\Research paper\output\chatgpt_policy_drafts\National status quo iteration 4 GPT.txt,0.6253380179405212
E:\Research paper\output\chatgpt_policy_drafts\National status quo iteration 5 GPT.txt,0.6221635341644287
E:\Research paper\output\chatgpt_policy_drafts\National status quo iteration 6 GPT.txt,0.620408833026886
E:\Research paper\output\chatgpt_policy_drafts\National status quo iteration 7 GPT.txt,0.6165443658828735
E:\Research paper\output\chatgpt_policy_drafts\National status quo iteration 8 GPT.txt,0.627690315246582
E:\Research paper\output\chatgpt_policy_drafts\National status quo iteration 9 GPT.txt,0.6172816753387451
E:\Research paper\output\chatgpt_policy_drafts\National unconstrained iteration 1 GPT.txt,0.6054015755653381
E:\Research paper\output\chatgpt_policy_drafts\National unconstrained iteration 10 GPT.txt,0.5884823799133301
E:\Research paper\output\chatgpt_policy_drafts\National unconstrained iteration 2 GPT.txt,0.5905192494392395
E:\Research paper\output\chatgpt_policy_drafts\National unconstrained iteration 3 GPT.txt,0.591279149055481
E:\Research paper\output\chatgpt_policy_drafts\National unconstrained iteration 4 GPT.txt,0.5810637474060059
E:\Research paper\output\chatgpt_policy_drafts\National unconstrained iteration 5 GPT.txt,0.579529881477356
E:\Research paper\output\chatgpt_policy_drafts\National unconstrained iteration 6 GPT.txt,0.5999392867088318
E:\Research paper\output\chatgpt_policy_drafts\National unconstrained iteration 7 GPT.txt,0.591808021068573
E:\Research paper\output\chatgpt_policy_drafts\National unconstrained iteration 8 GPT.txt,0.5894542932510376
E:\Research paper\output\chatgpt_policy_drafts\National unconstrained iteration 9 GPT.txt,0.5873645544052124
E:\Research paper\output\gemini_policy_drafts\Air innovation iteration 1 gemini.txt,0.5869587063789368
E:\Research paper\output\gemini_policy_drafts\Air innovation iteration 10 gemini.txt,0.5891767144203186
E:\Research paper\output\gemini_policy_drafts\Air innovation iteration 2 gemini.txt,0.5904427170753479
E:\Research paper\output\gemini_policy_drafts\Air innovation iteration 3 gemini.txt,0.5809841752052307
E:\Research paper\output\gemini_policy_drafts\Air innovation iteration 4 gemini.txt,0.5879605412483215
E:\Research paper\output\gemini_policy_drafts\Air innovation iteration 5 gemini.txt,0.5923423171043396
E:\Research paper\output\gemini_policy_drafts\Air innovation iteration 6 gemini.txt,0.5910860896110535
E:\Research paper\output\gemini_policy_drafts\Air innovation iteration 7 gemini.txt,0.5890975594520569
E:\Research paper\output\gemini_policy_drafts\Air innovation iteration 8 gemini.txt,0.584986686706543
E:\Research paper\output\gemini_policy_drafts\Air innovation iteration 9 gemini.txt,0.5897073745727539
E:\Research paper\output\gemini_policy_drafts\Air status quo iteration 1 Gemini.txt,0.6180963516235352
E:\Research paper\output\gemini_policy_drafts\Air status quo iteration 10 gemini.txt,0.6042392253875732
E:\Research paper\output\gemini_policy_drafts\Air status quo iteration 2 gemini.txt,0.6119499802589417
E:\Research paper\output\gemini_policy_drafts\Air status quo iteration 3 gemini.txt,0.610934317111969
E:\Research paper\output\gemini_policy_drafts\Air status quo iteration 4 gemino.txt,0.59377121925354
E:\Research paper\output\gemini_policy_drafts\Air status quo iteration 5 gemini.txt,0.6234771013259888
E:\Research paper\output\gemini_policy_drafts\Air status quo iteration 6 gemini.txt,0.6277892589569092
E:\Research paper\output\gemini_policy_drafts\Air status quo iteration 7 gemini.txt,0.6290037035942078
E:\Research paper\output\gemini_policy_drafts\Air status quo iteration 8 gemini.txt,0.6170264482498169
E:\Research paper\output\gemini_policy_drafts\Air status quo iteration 9 gemini.txt,0.6287136077880859
E:\Research paper\output\gemini_policy_drafts\Air unconstrained iteration 1 gemini.txt,0.607438862323761
E:\Research paper\output\gemini_policy_drafts\Air unconstrained iteration 10 gemini.txt,0.6045368313789368
E:\Research paper\output\gemini_policy_drafts\Air unconstrained iteration 2 gemini.txt,0.599395215511322
E:\Research paper\output\gemini_policy_drafts\Air unconstrained iteration 3 gemini.txt,0.6075928211212158
E:\Research paper\output\gemini_policy_drafts\Air unconstrained iteration 4 gemini.txt,0.612825334072113
E:\Research paper\output\gemini_policy_drafts\Air unconstrained iteration 5 gemini.txt,0.605718195438385
E:\Research paper\output\gemini_policy_drafts\Air unconstrained iteration 6 gemini.txt,0.6130826473236084
E:\Research paper\output\gemini_policy_drafts\Air unconstrained iteration 7 gemini.txt,0.6070879101753235
E:\Research paper\output\gemini_policy_drafts\Air unconstrained iteration 8 gemini.txt,0.5933704972267151
E:\Research paper\output\gemini_policy_drafts\Air unconstrained iteration 9 gemini.txt,0.5972239971160889
E:\Research paper\output\gemini_policy_drafts\DPDP innovation iteration 1.txt,0.6136816143989563
E:\Research paper\output\gemini_policy_drafts\DPDP innovation iteration 10 gemini.txt,0.6191034913063049
E:\Research paper\output\gemini_policy_drafts\DPDP innovation iteration 2 gemini.txt,0.62258380651474
E:\Research paper\output\gemini_policy_drafts\DPDP innovation iteration 3 gemini.txt,0.614031195640564
E:\Research paper\output\gemini_policy_drafts\DPDP innovation iteration 4 gemini.txt,0.6216930747032166
E:\Research paper\output\gemini_policy_drafts\DPDP innovation iteration 5 gemini.txt,0.6018514633178711
E:\Research paper\output\gemini_policy_drafts\DPDP innovation iteration 6 gemini.txt,0.6129751205444336
E:\Research paper\output\gemini_policy_drafts\DPDP innovation iteration 7 gemini.txt,0.624058723449707
E:\Research paper\output\gemini_policy_drafts\DPDP innovation iteration 8 gemini.txt,0.624201238155365
E:\Research paper\output\gemini_policy_drafts\DPDP innovation iteration 9 Gemini.txt,0.6215428113937378
E:\Research paper\output\gemini_policy_drafts\DPDP status quo iteration 1.txt,0.6828720569610596
E:\Research paper\output\gemini_policy_drafts\DPDP status quo iteration 10 gemini.txt,0.6932079792022705
E:\Research paper\output\gemini_policy_drafts\DPDP status quo iteration 2 gemini.txt,0.6842078566551208
E:\Research paper\output\gemini_policy_drafts\DPDP status quo iteration 3 gemini.txt,0.6769042611122131
E:\Research paper\output\gemini_policy_drafts\DPDP status quo iteration 4 gemini.txt,0.7029774785041809
E:\Research paper\output\gemini_policy_drafts\DPDP status quo iteration 5 gemini.txt,0.6837193965911865
E:\Research paper\output\gemini_policy_drafts\DPDP status quo iteration 6 gemini.txt,0.6747490763664246
E:\Research paper\output\gemini_policy_drafts\DPDP status quo iteration 7 gemini.txt,0.7067946195602417
E:\Research paper\output\gemini_policy_drafts\DPDP status quo iteration 8 gemini.txt,0.6889664530754089
E:\Research paper\output\gemini_policy_drafts\DPDP status quo iteration 9 gemini.txt,0.6956467628479004
E:\Research paper\output\gemini_policy_drafts\DPDP unconstrained iteration 1.txt,0.6611979007720947
E:\Research paper\output\gemini_policy_drafts\DPDP unconstrained iteration 10 gemini.txt,0.6698883175849915
E:\Research paper\output\gemini_policy_drafts\DPDP unconstrained iteration 2 gemini.txt,0.6676647067070007
E:\Research paper\output\gemini_policy_drafts\DPDP unconstrained iteration 3 gemini.txt,0.6565622687339783
E:\Research paper\output\gemini_policy_drafts\DPDP unconstrained iteration 4 gemini.txt,0.646720826625824
E:\Research paper\output\gemini_policy_drafts\DPDP unconstrained iteration 5 gemini.txt,0.6580307483673096
E:\Research paper\output\gemini_policy_drafts\DPDP unconstrained iteration 6 gemini.txt,0.6386458277702332
E:\Research paper\output\gemini_policy_drafts\DPDP unconstrained iteration 7 gemini.txt,0.6762574315071106
E:\Research paper\output\gemini_policy_drafts\DPDP unconstrained iteration 8 gemini_.txt,0.6466305255889893
E:\Research paper\output\gemini_policy_drafts\DPDP unconstrained iteration 9 gemini.txt,0.64594966173172
E:\Research paper\output\gemini_policy_drafts\National innovation iteration 1 gemini.txt,0.5900816917419434
E:\Research paper\output\gemini_policy_drafts\National innovation iteration 10 gemini.txt,0.5933970808982849
E:\Research paper\output\gemini_policy_drafts\National innovation iteration 2 gemini.txt,0.5920795202255249
E:\Research paper\output\gemini_policy_drafts\National innovation iteration 3 gemini.txt,0.5984267592430115
E:\Research paper\output\gemini_policy_drafts\National innovation iteration 4 gemini.txt,0.5910059213638306
E:\Research paper\output\gemini_policy_drafts\National innovation iteration 5 gemini.txt,0.5897670388221741
E:\Research paper\output\gemini_policy_drafts\National innovation iteration 6 gemini.txt,0.591326117515564
E:\Research paper\output\gemini_policy_drafts\National innovation iteration 7 gemini.txt,0.5908594131469727
E:\Research paper\output\gemini_policy_drafts\National innovation iteration 8 gemini.txt,0.5963966250419617
E:\Research paper\output\gemini_policy_drafts\National innovation iteration 9 gemini.txt,0.5865617990493774
E:\Research paper\output\gemini_policy_drafts\National status quo iteration 1 gemini.txt,0.6905169486999512
E:\Research paper\output\gemini_policy_drafts\National status quo iteration 10 gemini.txt,0.6742273569107056
E:\Research paper\output\gemini_policy_drafts\National status quo iteration 2 gemini.txt,0.6817637085914612
E:\Research paper\output\gemini_policy_drafts\National status quo iteration 3 gemini.txt,0.6941883563995361
E:\Research paper\output\gemini_policy_drafts\National status quo iteration 4 gemini.txt,0.6861135363578796
E:\Research paper\output\gemini_policy_drafts\National status quo iteration 5 gemini.txt,0.6609340906143188
E:\Research paper\output\gemini_policy_drafts\National status quo iteration 6 gemini.txt,0.6790043115615845
E:\Research paper\output\gemini_policy_drafts\National status quo iteration 7 gemini.txt,0.727023720741272
E:\Research paper\output\gemini_policy_drafts\National status quo iteration 8 gemini.txt,0.69951331615448
E:\Research paper\output\gemini_policy_drafts\National status quo iteration 9 gemini.txt,0.6991495490074158
E:\Research paper\output\gemini_policy_drafts\National unconstrained iteration 1 gemini.txt,0.6145684719085693
E:\Research paper\output\gemini_policy_drafts\National unconstrained iteration 10 gemini.txt,0.6222434639930725
E:\Research paper\output\gemini_policy_drafts\National unconstrained iteration 2 gemini.txt,0.6029707789421082
E:\Research paper\output\gemini_policy_drafts\National unconstrained iteration 3 gemini.txt,0.5985651612281799
E:\Research paper\output\gemini_policy_drafts\National unconstrained iteration 4 gemini.txt,0.6205016374588013
E:\Research paper\output\gemini_policy_drafts\National unconstrained iteration 5 gemini.txt,0.5964937806129456
E:\Research paper\output\gemini_policy_drafts\National unconstrained iteration 6 gemini.txt,0.5725855827331543
E:\Research paper\output\gemini_policy_drafts\National unconstrained iteration 7 gemini.txt,0.6125081181526184
E:\Research paper\output\gemini_policy_drafts\National unconstrained iteration 8 gemini.txt,0.5958717465400696
E:\Research paper\output\gemini_policy_drafts\National unconstrained iteration 9 gemini.txt,0.6124128103256226
