file,filename,model,domain,condition,iteration,corpus_type,is_partial,word_count,file_size_kb,issues,source,jsd_score,tfidf_distance,bert_score_f1,mattr,hedge_density,mean_sent_len,sent_len_var,sent_var_red
E:\Research paper\output\chatgpt_policy_drafts\National innovation iteration 1 GPT.txt,National innovation iteration 1 GPT.txt,ChatGPT,National Security,Innovation,1.0,Primary,False,973,7.09,none,ai_draft,0.6785843530119273,0.6968564477282362,0.5757949948310852,0.8306026785714286,1.2332990750256936,13.305555555555555,31.045524691358025,-98.3585055885716
E:\Research paper\output\chatgpt_policy_drafts\National innovation iteration 10 GPT.txt,National innovation iteration 10 GPT.txt,ChatGPT,National Security,Innovation,10.0,Primary,False,1176,9.0,none,ai_draft,0.7059624628795252,0.7860828357289015,0.5867377519607544,0.8329323308270676,0.5102040816326531,21.574074074074073,461.91117969821676,-75.57700739192272
E:\Research paper\output\chatgpt_policy_drafts\National innovation iteration 2 GPT.txt,National innovation iteration 2 GPT.txt,ChatGPT,National Security,Innovation,2.0,Primary,False,1047,7.45,none,ai_draft,0.6719257204491016,0.691345321388035,0.5768445730209351,0.8322832980972518,0.8595988538681949,26.358974358974358,491.6147271531887,-74.00646839695749
E:\Research paper\output\chatgpt_policy_drafts\National innovation iteration 3 GPT.txt,National innovation iteration 3 GPT.txt,ChatGPT,National Security,Innovation,3.0,Primary,False,983,7.1,none,ai_draft,0.6936655505255319,0.7583702487877035,0.5985543727874756,0.8053710247349825,0.40691759918616477,16.25,101.4875,-94.63397170007528
E:\Research paper\output\chatgpt_policy_drafts\National innovation iteration 4 GPT.txt,National innovation iteration 4 GPT.txt,ChatGPT,National Security,Innovation,4.0,Primary,False,1071,7.63,none,ai_draft,0.6929272026596061,0.7660405851044437,0.5969434976577759,0.7871473354231975,0.5602240896358543,19.64814814814815,100.37620027434842,-94.69273032332983
E:\Research paper\output\chatgpt_policy_drafts\National innovation iteration 5 GPT.txt,National innovation iteration 5 GPT.txt,ChatGPT,National Security,Innovation,5.0,Primary,False,1252,8.99,none,ai_draft,0.6869725599498803,0.7350262205878924,0.5749028325080872,0.8166546762589929,0.5591054313099041,19.967741935483872,108.22476586888658,-94.27774695006605
E:\Research paper\output\chatgpt_policy_drafts\National innovation iteration 6 GPT.txt,National innovation iteration 6 GPT.txt,ChatGPT,National Security,Innovation,6.0,Primary,False,1176,8.35,none,ai_draft,0.6805330395099811,0.7065871992733859,0.5831056833267212,0.8160075685903501,0.7653061224489796,19.913793103448278,264.42360285374554,-86.01892315722377
E:\Research paper\output\chatgpt_policy_drafts\National innovation iteration 7 GPT.txt,National innovation iteration 7 GPT.txt,ChatGPT,National Security,Innovation,7.0,Primary,False,1057,7.7,none,ai_draft,0.6926545134973671,0.7718781553802099,0.5745841264724731,0.8336590436590436,0.47303689687795647,20.470588235294116,607.0334486735873,-67.90384367943473
E:\Research paper\output\chatgpt_policy_drafts\National innovation iteration 8 GPT.txt,National innovation iteration 8 GPT.txt,ChatGPT,National Security,Innovation,8.0,Primary,False,1138,8.14,none,ai_draft,0.6920111390876437,0.7486181821357947,0.581722617149353,0.7999408284023669,0.6151142355008787,15.859154929577464,315.44495139853206,-83.32123132136569
E:\Research paper\output\chatgpt_policy_drafts\National innovation iteration 9 GPT.txt,National innovation iteration 9 GPT.txt,ChatGPT,National Security,Innovation,9.0,Primary,False,1120,8.31,none,ai_draft,0.7021602503452293,0.7613005689151957,0.5738377571105957,0.8032055063913471,0.4464285714285714,24.555555555555557,96.15802469135802,-94.91576123405655
E:\Research paper\output\chatgpt_policy_drafts\National status quo iteration 1 GPT.txt,National status quo iteration 1 GPT.txt,ChatGPT,National Security,Status Quo,1.0,Primary,False,1174,7.56,none,ai_draft,0.5594977926420149,0.4719340658102142,0.6319363713264465,0.7673840445269017,0.2555366269165247,19.233333333333334,542.7455555555556,-71.30298794659959
E:\Research paper\output\chatgpt_policy_drafts\National status quo iteration 10 GPT.txt,National status quo iteration 10 GPT.txt,ChatGPT,National Security,Status Quo,10.0,Primary,False,982,6.74,none,ai_draft,0.6110002461789468,0.5491807935395633,0.5980695486068726,0.7857241379310343,0.40733197556008144,22.3953488372093,564.6111411573823,-70.14687166495082
E:\Research paper\output\chatgpt_policy_drafts\National status quo iteration 2 GPT.txt,National status quo iteration 2 GPT.txt,ChatGPT,National Security,Status Quo,2.0,Primary,False,1089,6.99,none,ai_draft,0.5896669018598788,0.5305476866674673,0.6273703575134277,0.7659371833839919,1.0101010101010102,28.263157894736842,566.2991689750693,-70.05761924430033
E:\Research paper\output\chatgpt_policy_drafts\National status quo iteration 3 GPT.txt,National status quo iteration 3 GPT.txt,ChatGPT,National Security,Status Quo,3.0,Primary,False,1218,7.73,none,ai_draft,0.5333294937087621,0.4103828927779931,0.6493638753890991,0.7602527075812274,0.5747126436781609,17.955223880597014,429.2965025618178,-77.30146883305414
E:\Research paper\output\chatgpt_policy_drafts\National status quo iteration 4 GPT.txt,National status quo iteration 4 GPT.txt,ChatGPT,National Security,Status Quo,4.0,Primary,False,1058,6.92,none,ai_draft,0.5878434679006453,0.4858655047247213,0.6253380179405212,0.7843220338983051,0.7561436672967864,23.08888888888889,675.8143209876542,-64.26713859426866
E:\Research paper\output\chatgpt_policy_drafts\National status quo iteration 5 GPT.txt,National status quo iteration 5 GPT.txt,ChatGPT,National Security,Status Quo,5.0,Primary,False,943,6.39,none,ai_draft,0.587313934132759,0.5224950880572933,0.6221635341644287,0.7735662650602411,0.4241781548250266,23.974358974358974,460.74293228139373,-75.63877705518162
E:\Research paper\output\chatgpt_policy_drafts\National status quo iteration 6 GPT.txt,National status quo iteration 6 GPT.txt,ChatGPT,National Security,Status Quo,6.0,Primary,False,1071,7.12,none,ai_draft,0.5700365027762068,0.4840419542457659,0.620408833026886,0.7643821391484942,0.7469654528478058,14.094594594594595,288.70726807888974,-84.73495385239292
E:\Research paper\output\chatgpt_policy_drafts\National status quo iteration 7 GPT.txt,National status quo iteration 7 GPT.txt,ChatGPT,National Security,Status Quo,7.0,Primary,False,875,6.13,none,ai_draft,0.6050650308173277,0.5604339841411985,0.6165443658828735,0.7827471116816431,0.34285714285714286,27.0625,612.05859375,-67.63814523685552
E:\Research paper\output\chatgpt_policy_drafts\National status quo iteration 8 GPT.txt,National status quo iteration 8 GPT.txt,ChatGPT,National Security,Status Quo,8.0,Primary,False,1118,7.38,none,ai_draft,0.5770358026746152,0.4618224950774523,0.627690315246582,0.7673861386138613,0.5366726296958855,27.7,551.51,-70.8395785915361
E:\Research paper\output\chatgpt_policy_drafts\National status quo iteration 9 GPT.txt,National status quo iteration 9 GPT.txt,ChatGPT,National Security,Status Quo,9.0,Primary,False,1039,6.9,none,ai_draft,0.6058058329381004,0.5210144520037192,0.6172816753387451,0.7720213903743316,0.384985563041386,27.83783783783784,781.5412710007305,-58.6769545239655
E:\Research paper\output\chatgpt_policy_drafts\National unconstrained iteration 1 GPT.txt,National unconstrained iteration 1 GPT.txt,ChatGPT,National Security,Unconstrained,1.0,Primary,False,1074,7.44,none,ai_draft,0.6485825846579443,0.6866600343922595,0.6054015755653381,0.7884710743801653,0.5586592178770949,22.617021276595743,538.7894975101856,-71.51215971088189
E:\Research paper\output\chatgpt_policy_drafts\National unconstrained iteration 10 GPT.txt,National unconstrained iteration 10 GPT.txt,ChatGPT,National Security,Unconstrained,10.0,Primary,False,905,6.33,none,ai_draft,0.6662310901861689,0.7190780669029779,0.5884823799133301,0.8037128712871286,0.22099447513812157,28.967741935483872,560.289281997919,-70.37538471885372
E:\Research paper\output\chatgpt_policy_drafts\National unconstrained iteration 2 GPT.txt,National unconstrained iteration 2 GPT.txt,ChatGPT,National Security,Unconstrained,2.0,Primary,False,1070,7.39,none,ai_draft,0.6617657534192439,0.6940046931550545,0.5905192494392395,0.7859057591623037,0.9345794392523363,22.847826086956523,568.4333648393196,-69.94477623008528
E:\Research paper\output\chatgpt_policy_drafts\National unconstrained iteration 3 GPT.txt,National unconstrained iteration 3 GPT.txt,ChatGPT,National Security,Unconstrained,3.0,Primary,False,1059,7.28,none,ai_draft,0.6562626778932306,0.6642914692298139,0.591279149055481,0.7927177334732425,0.9442870632672332,24.80952380952381,507.43990929705205,-73.16973111172102
E:\Research paper\output\chatgpt_policy_drafts\National unconstrained iteration 4 GPT.txt,National unconstrained iteration 4 GPT.txt,ChatGPT,National Security,Unconstrained,4.0,Primary,False,981,6.9,none,ai_draft,0.6780411337859676,0.7672257078112176,0.5810637474060059,0.7936261261261262,0.509683995922528,19.4,135.68,-92.8260847913902
E:\Research paper\output\chatgpt_policy_drafts\National unconstrained iteration 5 GPT.txt,National unconstrained iteration 5 GPT.txt,ChatGPT,National Security,Unconstrained,5.0,Primary,False,1096,7.66,none,ai_draft,0.6742705364638971,0.7057514352756764,0.579529881477356,0.8221774193548387,0.36496350364963503,30.942857142857143,868.9681632653062,-54.054363780611055
E:\Research paper\output\chatgpt_policy_drafts\National unconstrained iteration 6 GPT.txt,National unconstrained iteration 6 GPT.txt,ChatGPT,National Security,Unconstrained,6.0,Primary,False,996,6.76,none,ai_draft,0.6433054848118038,0.6718652296393457,0.5999392867088318,0.796606334841629,0.30120481927710846,26.43243243243243,444.51570489408334,-76.49677199435759
E:\Research paper\output\chatgpt_policy_drafts\National unconstrained iteration 7 GPT.txt,National unconstrained iteration 7 GPT.txt,ChatGPT,National Security,Unconstrained,7.0,Primary,False,903,6.26,none,ai_draft,0.669661729466612,0.7264849191097242,0.591808021068573,0.7783870967741937,0.5537098560354374,18.95744680851064,440.50882752376634,-76.70863076872338
E:\Research paper\output\chatgpt_policy_drafts\National unconstrained iteration 8 GPT.txt,National unconstrained iteration 8 GPT.txt,ChatGPT,National Security,Unconstrained,8.0,Primary,False,1028,7.28,none,ai_draft,0.6794783912434641,0.7257646315037011,0.5894542932510376,0.7920783460282917,0.2918287937743191,23.72093023255814,634.9453758788534,-66.42803442914385
E:\Research paper\output\chatgpt_policy_drafts\National unconstrained iteration 9 GPT.txt,National unconstrained iteration 9 GPT.txt,ChatGPT,National Security,Unconstrained,9.0,Primary,False,1003,6.92,none,ai_draft,0.6696695709620437,0.7200946767453615,0.5873645544052124,0.810232044198895,0.3988035892323031,24.875,232.009375,-87.7327860859924
E:\Research paper\output\gemini_policy_drafts\Air innovation iteration 1 gemini.txt,Air innovation iteration 1 gemini.txt,Gemini,Air Pollution,Innovation,1.0,Primary,False,693,4.75,none,ai_draft,0.7145959214932966,0.7577482973853785,0.5869587063789368,0.8525786163522012,0.2886002886002886,28.5,210.5,-76.34220690828454
E:\Research paper\output\gemini_policy_drafts\Air innovation iteration 10 gemini.txt,Air innovation iteration 10 gemini.txt,Gemini,Air Pollution,Innovation,10.0,Primary,False,724,4.91,none,ai_draft,0.7242074041903446,0.7737679417285304,0.5891767144203186,0.860793893129771,0.13812154696132595,25.0,114.6896551724138,-87.11019414808
E:\Research paper\output\gemini_policy_drafts\Air innovation iteration 2 gemini.txt,Air innovation iteration 2 gemini.txt,Gemini,Air Pollution,Innovation,2.0,Primary,False,649,4.61,none,ai_draft,0.7083300791510713,0.7384673099799963,0.5904427170753479,0.8483531409168082,0.15408320493066258,23.214285714285715,94.88265306122447,-89.33627470728993
E:\Research paper\output\gemini_policy_drafts\Air innovation iteration 3 gemini.txt,Air innovation iteration 3 gemini.txt,Gemini,Air Pollution,Innovation,3.0,Primary,False,705,4.77,none,ai_draft,0.7120839470771841,0.7719339161321164,0.5809841752052307,0.8433647798742139,0.28368794326241137,22.774193548387096,78.36836628511968,-91.1922917125457
E:\Research paper\output\gemini_policy_drafts\Air innovation iteration 4 gemini.txt,Air innovation iteration 4 gemini.txt,Gemini,Air Pollution,Innovation,4.0,Primary,False,695,4.69,none,ai_draft,0.7076057878533909,0.7818160415365104,0.5879605412483215,0.8501294498381878,0.28776978417266186,25.74074074074074,122.56241426611797,-86.22538604499319
E:\Research paper\output\gemini_policy_drafts\Air innovation iteration 5 gemini.txt,Air innovation iteration 5 gemini.txt,Gemini,Air Pollution,Innovation,5.0,Primary,False,740,5.04,none,ai_draft,0.6984149109489334,0.7315957425726747,0.5923423171043396,0.8471365638766521,0.2702702702702703,36.65,845.4274999999998,-4.983615824008246
E:\Research paper\output\gemini_policy_drafts\Air innovation iteration 6 gemini.txt,Air innovation iteration 6 gemini.txt,Gemini,Air Pollution,Innovation,6.0,Primary,False,716,4.78,none,ai_draft,0.704105879204993,0.7211975003940676,0.5910860896110535,0.824217054263566,0.27932960893854747,23.933333333333334,96.26222222222222,-89.18122690792367
E:\Research paper\output\gemini_policy_drafts\Air innovation iteration 7 gemini.txt,Air innovation iteration 7 gemini.txt,Gemini,Air Pollution,Innovation,7.0,Primary,False,711,4.73,none,ai_draft,0.7066534726450492,0.759045708157017,0.5890975594520569,0.8312868217054264,0.2812939521800281,23.5,96.51666666666667,-89.15263026174789
E:\Research paper\output\gemini_policy_drafts\Air innovation iteration 8 gemini.txt,Air innovation iteration 8 gemini.txt,Gemini,Air Pollution,Innovation,8.0,Primary,False,746,5.04,none,ai_draft,0.7162483779475094,0.7844155130194557,0.584986686706543,0.8518584070796459,0.2680965147453083,23.3125,114.58984375,-87.1214118106912
E:\Research paper\output\gemini_policy_drafts\Air innovation iteration 9 gemini.txt,Air innovation iteration 9 gemini.txt,Gemini,Air Pollution,Innovation,9.0,Primary,False,653,4.48,none,ai_draft,0.7110660730631474,0.7806483949525744,0.5897073745727539,0.8630664395229983,0.3062787136294028,27.208333333333332,143.4982638888889,-83.87243593299897
E:\Research paper\output\gemini_policy_drafts\Air status quo iteration 1 Gemini.txt,Air status quo iteration 1 Gemini.txt,Gemini,Air Pollution,Status Quo,1.0,Primary,False,821,5.35,none,ai_draft,0.6643845013470125,0.6139501065707341,0.6180963516235352,0.7912938005390837,0.3654080389768575,34.208333333333336,493.9149305555555,-44.48960934920503
E:\Research paper\output\gemini_policy_drafts\Air status quo iteration 10 gemini.txt,Air status quo iteration 10 gemini.txt,Gemini,Air Pollution,Status Quo,10.0,Primary,False,825,5.36,none,ai_draft,0.6554567756960278,0.5448218694700062,0.6042392253875732,0.8054082998661312,0.48484848484848486,35.65217391304348,805.0094517958408,-9.526142292345414
E:\Research paper\output\gemini_policy_drafts\Air status quo iteration 2 gemini.txt,Air status quo iteration 2 gemini.txt,Gemini,Air Pollution,Status Quo,2.0,Primary,False,884,5.56,none,ai_draft,0.6535829497678158,0.5831722080021753,0.6119499802589417,0.7774536464771323,0.4524886877828055,42.095238095238095,691.7052154195011,-22.260242912802735
E:\Research paper\output\gemini_policy_drafts\Air status quo iteration 3 gemini.txt,Air status quo iteration 3 gemini.txt,Gemini,Air Pollution,Status Quo,3.0,Primary,False,908,5.58,none,ai_draft,0.6251643294402689,0.527030468696857,0.610934317111969,0.7548058252427184,0.3303964757709251,43.23809523809524,934.562358276644,5.034123056600919
E:\Research paper\output\gemini_policy_drafts\Air status quo iteration 4 gemino.txt,Air status quo iteration 4 gemino.txt,Gemini,Air Pollution,Status Quo,4.0,Primary,False,827,5.17,none,ai_draft,0.6538539902041955,0.5640093453266543,0.59377121925354,0.7826063829787234,0.48367593712212814,41.35,749.1275000000002,-15.806634706346436
E:\Research paper\output\gemini_policy_drafts\Air status quo iteration 5 gemini.txt,Air status quo iteration 5 gemini.txt,Gemini,Air Pollution,Status Quo,5.0,Primary,False,883,5.61,none,ai_draft,0.6583452256557445,0.6289100672211757,0.6234771013259888,0.77,0.4530011325028313,36.541666666666664,752.248263888889,-15.455896528809953
E:\Research paper\output\gemini_policy_drafts\Air status quo iteration 6 gemini.txt,Air status quo iteration 6 gemini.txt,Gemini,Air Pollution,Status Quo,6.0,Primary,False,813,5.11,none,ai_draft,0.6447010609293827,0.5442530206786504,0.6277892589569092,0.7830706521739131,0.24600246002460024,38.714285714285715,691.0612244897958,-22.33262012975242
E:\Research paper\output\gemini_policy_drafts\Air status quo iteration 7 gemini.txt,Air status quo iteration 7 gemini.txt,Gemini,Air Pollution,Status Quo,7.0,Primary,False,939,6.1,none,ai_draft,0.6564134537961712,0.5769340150574216,0.6290037035942078,0.7715789473684211,0.3194888178913738,34.666666666666664,658.5925925925925,-25.98172310075056
E:\Research paper\output\gemini_policy_drafts\Air status quo iteration 8 gemini.txt,Air status quo iteration 8 gemini.txt,Gemini,Air Pollution,Status Quo,8.0,Primary,False,914,5.63,none,ai_draft,0.6494223758439964,0.5542073289344547,0.6170264482498169,0.7741835518474374,0.5470459518599562,41.54545454545455,854.7933884297523,-3.9309970563541965
E:\Research paper\output\gemini_policy_drafts\Air status quo iteration 9 gemini.txt,Air status quo iteration 9 gemini.txt,Gemini,Air Pollution,Status Quo,9.0,Primary,False,963,5.88,none,ai_draft,0.6304644426035163,0.4949269326232061,0.6287136077880859,0.7728392246294185,0.5192107995846313,35.48148148148148,692.4718792866942,-22.17407866035167
E:\Research paper\output\gemini_policy_drafts\Air unconstrained iteration 1 gemini.txt,Air unconstrained iteration 1 gemini.txt,Gemini,Air Pollution,Unconstrained,1.0,Primary,False,781,5.04,none,ai_draft,0.6452355460910258,0.5862532561092992,0.607438862323761,0.7812338593974175,0.2560819462227913,31.24,413.30240000000003,-53.5495360403353
E:\Research paper\output\gemini_policy_drafts\Air unconstrained iteration 10 gemini.txt,Air unconstrained iteration 10 gemini.txt,Gemini,Air Pollution,Unconstrained,10.0,Primary,False,713,4.78,none,ai_draft,0.6682768628596252,0.6281940786183965,0.6045368313789368,0.8154134165366616,0.1402524544179523,32.40909090909091,355.51446280991735,-60.044239419147786
E:\Research paper\output\gemini_policy_drafts\Air unconstrained iteration 2 gemini.txt,Air unconstrained iteration 2 gemini.txt,Gemini,Air Pollution,Unconstrained,2.0,Primary,False,694,4.59,none,ai_draft,0.6663977867715207,0.6406526140710098,0.599395215511322,0.8141584158415841,0.2881844380403458,26.384615384615383,370.6213017751479,-58.3464034547331
E:\Research paper\output\gemini_policy_drafts\Air unconstrained iteration 3 gemini.txt,Air unconstrained iteration 3 gemini.txt,Gemini,Air Pollution,Unconstrained,3.0,Primary,False,858,5.51,none,ai_draft,0.645244713188055,0.5656692029899051,0.6075928211212158,0.7748387096774193,0.34965034965034963,34.36,478.23040000000003,-46.252371242905845
E:\Research paper\output\gemini_policy_drafts\Air unconstrained iteration 4 gemini.txt,Air unconstrained iteration 4 gemini.txt,Gemini,Air Pollution,Unconstrained,4.0,Primary,False,728,4.7,none,ai_draft,0.6518043244389212,0.5968641133499341,0.612825334072113,0.8018547140649149,0.27472527472527475,30.0,158.75,-82.1583151861766
E:\Research paper\output\gemini_policy_drafts\Air unconstrained iteration 5 gemini.txt,Air unconstrained iteration 5 gemini.txt,Gemini,Air Pollution,Unconstrained,5.0,Primary,False,764,4.9,none,ai_draft,0.6661098315675636,0.6309407225736439,0.605718195438385,0.7925368731563422,0.13089005235602094,33.21739130434783,578.6049149338374,-34.97142347100072
E:\Research paper\output\gemini_policy_drafts\Air unconstrained iteration 6 gemini.txt,Air unconstrained iteration 6 gemini.txt,Gemini,Air Pollution,Unconstrained,6.0,Primary,False,731,4.81,none,ai_draft,0.6576717722282704,0.5941608445103579,0.6130826473236084,0.8053598774885147,0.27359781121751026,30.25,271.0208333333333,-69.54035725157101
E:\Research paper\output\gemini_policy_drafts\Air unconstrained iteration 7 gemini.txt,Air unconstrained iteration 7 gemini.txt,Gemini,Air Pollution,Unconstrained,7.0,Primary,False,672,4.23,none,ai_draft,0.6623878347560754,0.6899837197078101,0.6070879101753235,0.8130626057529612,0.1488095238095238,26.68,394.4576,-55.6674760843009
E:\Research paper\output\gemini_policy_drafts\Air unconstrained iteration 8 gemini.txt,Air unconstrained iteration 8 gemini.txt,Gemini,Air Pollution,Unconstrained,8.0,Primary,False,728,4.65,none,ai_draft,0.6576069988923899,0.6248748857153523,0.5933704972267151,0.8280246913580246,0.4120879120879121,32.68181818181818,694.2169421487603,-21.97795354812936
E:\Research paper\output\gemini_policy_drafts\Air unconstrained iteration 9 gemini.txt,Air unconstrained iteration 9 gemini.txt,Gemini,Air Pollution,Unconstrained,9.0,Primary,False,698,4.61,none,ai_draft,0.6759431346067443,0.6226605309175863,0.5972239971160889,0.8445732689210951,0.14326647564469913,24.06896551724138,145.30558858501783,-83.66931330254496
